id,label,type,description,unit,source_file
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8454,Delta = Pi / (4*L),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:4965,Delta_K (Δ_k),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:16230,DemandVariableName (Demand_Variable_Name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:38338,Density type (ρ_type),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32457,Depthscalar ≡ depth_scalar,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:2439,"Determining status variable based on biogeophysical inputs and states: `betr_status = g(biogeo_forc, biogeo_states)`",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:4399,Dg (D_g),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:38162,Dg = 0.159e-4_r8*(temp/293.15)**1.5_r8 * taugas,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:38159,Dg = 1.8e-5_r8*(temp/273.0_r8)**1.82_r8 * taugas,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:38156,Dg = 1.93e-5_r8*(temp/273.0_r8)**1.82_r8 * taugas,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24418,Diatom Carbon (diatC_loc),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24419,Diazotroph Carbon (diazC_loc),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:38190,Diff_Darcy,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:38108,"Diff_Darcy (Darcy diffusivity, Diff_Darcy)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:38136,Diff_Darcy (m²/s),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:38003,"DiffusW0_MINP (D_W0,MINP)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:37993,"DiffusW0_NH4 (D_W0,NH4)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:37998,"DiffusW0_NO3 (D_W0,NO3)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:38006,"DiffusW_MINP (D_W,MINP)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:37996,"DiffusW_NH4 (D_W,NH4)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:38001,"DiffusW_NO3 (D_W,NO3)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26586,Dimension 1 Begin Name (dim1_beg_name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26587,Dimension 1 End Name (dim1_end_name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26588,Dimension 2 Begin Name (dim2_beg_name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26589,Dimension 2 End Name (dim2_end_name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26590,Dimension 3 Begin Name (dim3_beg_name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26591,Dimension 3 End Name (dim3_end_name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26592,Dimension 4 Begin Name (dim4_beg_name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26593,Dimension 4 End Name (dim4_end_name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23733,Dimname_begc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23734,Dimname_endc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23736,Dimname_nlevgrnd,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23738,Dimname_nleviso,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23735,Dimname_one,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23737,Dimname_zero,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1436,Dinv_ptr (D_inv),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:13005,"Dist(i) = \lfloor \frac{NPEsComp-1-i+1}{NPEsComp-1} \cdot BlockLen + 1 \rfloor, \quad i=1,...,NPEsComp-1",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:35166,"DistA(1:\text{Remainder}) = \lfloor\frac{\text{BlockLen}}{\text{Remainder}}\rfloor+1, \quad DistA(\text{Remainder}+1:\text{Gsize}) = \text{BlockLen}",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:35170,DistA(GID + 1) = BlockLen,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:35218,DistA(GID+1) = BlockLen,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:35163,DistA(Gsize) = \text{Remainder},Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:34070,DistA(I) (D_A),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:34079,DistA(I) (D_A_I),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:34016,DistA(I) (Distribution array for DecompA) (d_a[i]),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:34045,DistA(I) (a_I),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:34023,DistA(I) (array of distribution sizes A) (dist_a[i]),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:35169,DistA(I) = BlockLen / 2,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:35161,"DistA(I) = \lfloor\frac{\text{BlockLen}}{2}\rfloor, \quad I = 1, Gsize-1",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:34071,DistB(I) (D_B),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:34080,DistB(I) (D_B_I),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:34024,DistB(I) (array of distribution sizes B) (dist_b[i]),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:35172,DistB(I) = DistA(Gsize - I + 1),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:35159,"DistB(I) = DistA(Gsize-I+1), \quad I = 1, Gsize",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:34017,DistB(J) (Distribution array for DecompB) (d_b[j]),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:34046,DistB(J) (b_J),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:16542,Distances down (m) -> dist_dn,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:16541,Distances up (m) -> dist_up,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8446,Dl = 360/Nx,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8369,Dlong = \frac{360}{nx},Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:33578,Do = dshr\_bundle\_domainPtr(B),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:38766,Do While (Ios <= 0),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:5929,Do while (ios == 0 .and. inuse .and. lu <= MX_LU),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:13922,DsK_generic (Ds_K_generic),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:4282,"Dsuby,x = xsb - 1 × NsubY + ysb - 1",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:13586,"Dummy = Real(0, Kind=r8)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:38160,Dw=2.4e-9_r8*temp/298.0_r8 * tauaqu,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:38157,Dw=2.57e-9_r8*(temp/273.0_r8) * tauaqu,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:38163,Dw=2.6e-9_r8*temp/298.15_r8 * tauaqu,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:13582,"DynGrid = Gauss Grid if Eulerian core, Physgrid otherwise",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:5759,E = 'Unable to open '//trim(P)//' for reading.',Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:5768,E = 'Unable to open '//trim(P)//' for reading.',Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32294,E = .true.,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20061,E = E\left(c_w \omega\right),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:4311,"E = PIO_CreateFile(iosystem, file_handle, PIO_iotype_vdc2, vdf_path, PIO_clobber)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:4317,"E = PIO_CreateFile(iosystem, file_handle_no_comp, PIO_iotype_pnetcdf, binary_path, PIO_clobber)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:4313,E = PIO_enddef(file_handle),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:4322,E = PIO_enddef(file_handle_no_comp),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:39261,"E = \begin{bmatrix} b_{nitrite} & b_{denit} & b_{mic} & S_{NH4,mic} & E_{plant}(1:n) \end{bmatrix}^T",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20060,"E = \sum_{i=1}^{N}\sum_{k=1}^{\text{PLEV}} c_p T(i,k) + 0.5(U(i,k)^2 + V(i,k)^2)\Delta P(i,k)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1767,E = \text{endrun}(\text{'(GETFIL): local filename variable is too short for path length'}),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1770,E = \text{endrun}(\text{'(OPNFIL): local filename has zero length'}),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:12953,E = \text{experiment id},Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:37791,E = \text{ierr},Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:37808,E = \text{ierr},Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:13673,E = h5open_f(error) ... [Initialization of error variable],Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20543,E = h\nu = hc\lambda^{-1},Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31394,"E = max((Qs+3)Nle+2,6Nle+1)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:21597,E = u * v / T       - Energy is calculated based on velocity components and temperature.,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8233,E21 = O20 / parm_init_POP_bury_coeff,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24575,E2L_FLUX_AQUIFER_RECHARGE (E2L_FLUX_AQUIFER_RECHARGE),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30642,E2L_STATE_CARBON_POOLS_VERTICALLY_RESOLVED (N2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32566,E2L_STATE_FSUN (Fsun),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26379,E2L_STATE_H2OSOI_ICE,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26450,E2L_STATE_H2OSOI_ICE,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:14054,E2L_STATE_H2OSOI_ICE (E2LH2OSOIICT),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26378,E2L_STATE_H2OSOI_LIQ,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26449,E2L_STATE_H2OSOI_LIQ,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:14053,E2L_STATE_H2OSOI_LIQ (E2LH2OSOILQ),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26517,E2L_STATE_H2OSOI_LIQ (E2L_H2OSOI_LIQ),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32568,E2L_STATE_LAISHA (Laisha),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32567,E2L_STATE_LAISUN (Lasun),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:12579,E2L_STATE_TH2OSFC (K),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:12578,E2L_STATE_TSNOW_NLEVSNOW (M),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:12577,E2L_STATE_TSOIL_NLEVGRND (N),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26380,E2L_STATE_VSFM_PROGNOSTIC_SOILP,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26451,E2L_STATE_VSFM_PROGNOSTIC_SOILP,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:14055,E2L_STATE_VSFM_PROGNOSTIC_SOILP (E2LVSFMPROGSOILP),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24574,E2L_STATE_WTD (E2L_STATE_WTD),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:11698,EC = BEGC + (ENDC - BEGC),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:39265,"ECA\_factor\_NH4\_mic = \sigma(1,3)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:39266,"ECA\_factor\_NO3\_mic = \sigma(2,3)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:39264,"ECA\_factor\_den = \sigma(2,2)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:39268,"ECA\_factor\_minp\_msurf = \sigma(1,2)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3096,"ECA\_factor\_minp\_msurf = se\_complex(1,2)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:39263,"ECA\_factor\_nit = \sigma(1,1)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:39269,"ECA\_factor\_phosphorus\_mic = \sigma(1,1)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3094,"ECA\_factor\_phosphorus\_mic = se\_complex(1,1)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18500,ECA\_factor_den = 1,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18507,ECA\_factor_minp_msurf = ECA\_factor_minp_msurf,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18505,"ECA\_factor_msurf\_nh4 = se\_complex(1,4)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18501,ECA\_factor_nh4_mic = 1,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18499,ECA\_factor_nit = 1,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18502,ECA\_factor_no3_mic = 1,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18506,ECA\_factor_phosphorus\_mic = 1,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:39267,"ECA\_flx\_NH4\_plants(i) = K_{mumax_NH4_plant}(i)\cdot E_{plant}(i)\cdot\sigma(1,i+3)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18503,"ECA\_flx\_nh4\_plants(jj) = mumax\_minn\_nh4\_plant(jj) \cdot plant\_froot\_nn(jj) \cdot se\_complex(1,4+jj)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18504,"ECA\_flx\_no3\_plants(jj) = mumax\_minn\_no3\_plant(jj) \cdot plant\_froot\_nn(jj) \cdot se\_complex(2,4+jj)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:39270,"ECA\_flx\_phosphorus\_plants(i) = K_{mumax_minp_plant}(i)\cdot E_{plant}(i)\cdot\sigma(1,i+2)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:18508,ECA\_flx\_phosphorus\_plants(jj) = mumax\_minp\_plant(jj) \cdot plant\_froot\_np(jj),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1603,ECA_factor_den (EACADEN),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3007,"ECA_factor_den (E[subscript ca,factor,den])",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3048,ECA_factor_den = 1._r8,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3019,"ECA_factor_den = se_complex(2,2)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3053,"ECA_factor_den = se_complex(2,2)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1611,ECA_factor_minp_msurf (ECAMMSF),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3059,ECA_factor_minp_msurf = 1._r8,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3026,"ECA_factor_minp_msurf = se_complex(1,2)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3061,"ECA_factor_minp_msurf = se_complex(1,2)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3014,"ECA_factor_msurf_nh4 (E[subscript ca,factor,msurf,nh4])",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3023,"ECA_factor_msurf_nh4 = se_complex(1,4)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1604,ECA_factor_nh4_mic (ECAMHMIC),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3008,"ECA_factor_nh4_mic (E[subscript ca,factor,nh4,mic])",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3049,ECA_factor_nh4_mic = 1._r8,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3020,"ECA_factor_nh4_mic = se_complex(1,3)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3054,"ECA_factor_nh4_mic = se_complex(1,3)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1602,ECA_factor_nit (ECANIT),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3006,"ECA_factor_nit (E[subscript ca,factor,nit])",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3047,ECA_factor_nit = 1._r8,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3018,"ECA_factor_nit = se_complex(1,1)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3052,"ECA_factor_nit = se_complex(1,1)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3057,"ECA_factor_nit = se_complex(1,1)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1605,ECA_factor_no3_mic (ECANMOMIC),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3009,"ECA_factor_no3_mic (E[subscript ca,factor,no3,mic])",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3050,ECA_factor_no3_mic = 1._r8,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3021,"ECA_factor_no3_mic = se_complex(2,3)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3055,"ECA_factor_no3_mic = se_complex(2,3)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1609,ECA_factor_phosphorus_mic (ECAMPHMIC),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3062,"ECA_factor_phosphorus_mic = se_complex(1,1)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1606,ECA_flx_nh4_plants (ECALHFP),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3012,"ECA_flx_nh4_plants(jj) (F[subscript ca,flux,nh4,plant,jj])",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1607,ECA_flx_no3_plants (ECALNFP),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3013,"ECA_flx_no3_plants(jj) (F[subscript ca,flux,no3,plant,jj])",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1610,ECA_flx_phosphorus_plants (ECALPHP),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:5263,"ECA_{factor\_den} = \begin{cases} 1. & \text{if } \text{non\_limit}, \\ \text{se\_complex}_{22}, & \text{otherwise}. \end{cases}",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:5277,"ECA_{factor\_minp\_msurf} = \begin{cases} 0. & \text{if } \text{nop\_lim}, \\ \text{se\_complex}_{12}, & \text{otherwise}. \end{cases}",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:5265,"ECA_{factor\_nh4\_mic} = \begin{cases} 1. & \text{if } \text{non\_limit}, \\ \text{se\_complex}_{13}, & \text{otherwise}. \end{cases}",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:5261,"ECA_{factor\_nit} = \begin{cases} 1. & \text{if } \text{non\_limit}, \\ \text{se\_complex}_{11}, & \text{otherwise}. \end{cases}",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:5267,"ECA_{factor\_no3\_mic} = \begin{cases} 1. & \text{if } \text{non\_limit}, \\ \text{se\_complex}_{23}, & \text{otherwise}. \end{cases}",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:5273,"ECA_{factor\_phosphorus\_mic} = \begin{cases} 1. & \text{if } \text{nop\_lim}, \\ \text{se\_complex}_{11}, & \text{otherwise}. \end{cases}",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:5269,"ECA_{flux\_nh4\_plants}(i) = \begin{cases} \text{MNH4P}(i) \cdot \text{PFN}(i), & \text{if } \text{non\_limit}, \\ \text{MNH4P}(i) \cdot \text{PFN}(i) \cdot \text{se\_complex}_{14+i}, & \text{otherwise}. \end{cases}",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:5271,"ECA_{flux\_no3\_plants}(i) = \begin{cases} \text{MNO3P}(i) \cdot \text{PFN}(i), & \text{if } \text{non\_limit}, \\ \text{MNO3P}(i) \cdot \text{PFN}(i) \cdot \text{se\_complex}_{24+i}, & \text{otherwise}. \end{cases}",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:5275,"ECA_{flux\_phosphorus\_plants}(i) = \begin{cases} \text{MP}(i) \cdot \text{PFN}(i), & \text{if } \text{nop\_lim}, \\ \text{MP}(i) \cdot \text{PFN}(i) \cdot \text{se\_complex}_{12+i}, & \text{otherwise}. \end{cases}",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9179,EClock (ESMF_Clock),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9194,EClock (Short Notation) = E,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:35952,"EClock = seq_timemgr_EClockGetData(EClock, curr_ymd=CurrentYMD, curr_tod=CurrentTOD)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:25668,ED (MOMENTUM_4),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:25643,ED = \int_{0}^{z_{top}} q_D v_{max} dw,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:33576,ED = dshr\_bundle\_assignPtr(EB),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:25021,EDGE (e_value),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:13843,"EDHSdT(C) = EflxDhSDT(C,FC)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:13848,"EDHSdT(C) = EflxDhSDT(FC,C)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1491,EDPftvarcon_inst (EDPftvarcon Instance),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1514,EDPftvarcon_inst%bmort (Background Mortality Rate),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1518,EDPftvarcon_inst%freezetol (Freezing Tolerance Threshold),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1517,EDPftvarcon_inst%mort_scalar_coldstress (Cold Stress Mortality Rate),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1516,EDPftvarcon_inst%mort_scalar_cstarvation (Carbon Starvation Mortality Rate),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1515,EDPftvarcon_inst%mort_scalar_hydrfailure (Hydraulic Failure Mortality Rate),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:33566,EFL = dshr\_bundle\_getFieldList(EB),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:13842,"EHSH2OSFC(C) = EflxHSH2OSFC(C,FC)",Equation,,,
