source,target,relationship
cpp_interface_mod.F90,ε_c_r,contains
cpp_interface_mod.F90,ΔU_c_r,contains
cpp_interface_mod.F90,ΔE_c_r,contains
cpp_interface_mod.F90,F_q_t,contains
cpp_interface_mod.F90,F_u,contains
cpp_interface_mod.F90,F_v,contains
cpp_interface_mod.F90,F_sgs_q_t,contains
cpp_interface_mod.F90,T_k_z,contains
cpp_interface_mod.F90,T_k_e,contains
cpp_interface_mod.F90,T_k_s_g_z,contains
cpp_interface_mod.F90,T_k_z,contains
cpp_interface_mod.F90,F_q_p,contains
cpp_interface_mod.F90,P_f,contains
cpp_interface_mod.F90,Q_t_tr,contains
cpp_interface_mod.F90,Q_p_tr,contains
cpp_interface_mod.F90,Q_p_fa,contains
cpp_interface_mod.F90,Q_p_ev,contains
cpp_interface_mod.F90,Q_p_s,contains
cpp_interface_mod.F90,Q_t_l_s,contains
cpp_interface_mod.F90,T_l_s,contains
cpp_interface_mod.F90,J_t_c_r,contains
cpp_interface_mod.F90,M_x_c_r,contains
cpp_interface_mod.F90,C_lt,contains
cpp_interface_mod.F90,C_l_h,contains
cpp_interface_mod.F90,C_l_m,contains
cpp_interface_mod.F90,C_l_w,contains
cpp_interface_mod.F90,S_t_e,contains
cpp_interface_mod.F90,Q_l_t_e,contains
cpp_interface_mod.F90,Q_c_lt_e,contains
cpp_interface_mod.F90,Q_i_lt_e,contains
cpp_interface_mod.F90,T_vt_te,contains
cpp_interface_mod.F90,U_vt_te,contains
cpp_interface_mod.F90,Q_vt_te,contains
cpp_interface_mod.F90,Q_cl,contains
cpp_interface_mod.F90,Q_ci,contains
cpp_interface_mod.F90,Q_pl,contains
cpp_interface_mod.F90,Q_pi,contains
cpp_interface_mod.F90,Z_0_m,contains
cpp_interface_mod.F90,τ_x,contains
cpp_interface_mod.F90,τ_y,contains
cpp_interface_mod.F90,P_cc,contains
cpp_interface_mod.F90,P_cl,contains
cpp_interface_mod.F90,P_sc,contains
cpp_interface_mod.F90,P_sl,contains
cpp_interface_mod.F90,P_c_r,contains
cpp_interface_mod.F90,L_0,contains
cpp_interface_mod.F90,L_0,contains
cpp_interface_mod.F90,C_RH,contains
cpp_interface_mod.F90,\frac{\partial B}{\partial t} = \frac{1}{C}\left( W - E \right,contains
cpp_interface_mod.F90,B\,contains
cpp_interface_mod.F90,W\,contains
cpp_interface_mod.F90,E\,contains
cpp_interface_mod.F90,C\,contains
cpp_interface_mod.F90,"\frac{\partial Q_{v}}{\partial t} = \left( R_{q,r} + C_{l} - Q_{c,l,s} \right",contains
cpp_interface_mod.F90,Q_{v}\,contains
cpp_interface_mod.F90,"R_{q,r}\",contains
cpp_interface_mod.F90,C_{l}\,contains
cpp_interface_mod.F90,"Q_{c,l,s}\",contains
cpp_interface_mod.F90,C_{r}\,contains
cpp_interface_mod.F90,\frac{\partial U}{\partial t} = \left( V - E \right,contains
cpp_interface_mod.F90,U\,contains
cpp_interface_mod.F90,V\,contains
cpp_interface_mod.F90,E\,contains
cpp_interface_mod.F90,F_{u}\,contains
cpp_interface_mod.F90,\frac{\partial P}{\partial t} = \left( F - E \right,contains
cpp_interface_mod.F90,P\,contains
cpp_interface_mod.F90,F\,contains
cpp_interface_mod.F90,E\,contains
cpp_interface_mod.F90,C_{r}\,contains
seq_cdata_mod.F90,ID,contains
seq_cdata_mod.F90,MPCOM,contains
seq_cdata_mod.F90,DOM,contains
seq_cdata_mod.F90,GSMAP,contains
seq_cdata_mod.F90,INFO,contains
seq_cdata_mod.F90,NAME,contains
seq_cdata_mod.F90,POSTASSIM,contains
seq_cdata_mod.F90,RESUME_FILENAME,contains
seq_cdata_mod.F90,IAMR,contains
seq_cdata_mod.F90,$postassim = post_assim$,encodes
seq_cdata_mod.F90,$resumefilename = ''$,encodes
seq_cdata_mod.F90,$\mathrm{dom} = \mathrm{dom}$,encodes
seq_cdata_mod.F90,$\mathrm{gsmap} = \mathrm{gsmap}$,encodes
seq_cdata_mod.F90,$\mathrm{id} = \mathrm{id}$,encodes
seq_cdata_mod.F90,$\mathrm{info} = \mathrm{info}$,encodes
seq_cdata_mod.F90,$\mathrm{name} = \mathrm{name}$,encodes
seq_cdata_mod.F90,$\mathrm{mpicom} = \mathrm{mpicom}$,encodes
restart_mod.F90,N,contains
restart_mod.F90,IERR,contains
restart_mod.F90,IE,contains
restart_mod.F90,IG,contains
restart_mod.F90,OFFSET,contains
restart_mod.F90,NB,contains
restart_mod.F90,ECODE,contains
restart_mod.F90,EL,contains
restart_mod.F90,ESTR,contains
restart_mod.F90,RV,contains
restart_mod.F90,C,contains
restart_mod.F90,"BLEN, array of length N",contains
restart_mod.F90,"DISP, array of length N",contains
restart_mod.F90,"OTYPE, array of length N",contains
restart_mod.F90,L,contains
restart_mod.F90,NC,contains
restart_mod.F90,T,contains
restart_mod.F90,I,contains
restart_mod.F90,`nwordsRestartBuffer_t = RestDesc%nwords`,encodes
restart_mod.F90,nsubscript(RestDesc)superscript(words) = RV,encodes
restart_mod.F90,"RestartBuffer_ie(subscript(1,N))=RV",encodes
restart_mod.F90,`File%par = par` (assuming `par` is already defined),encodes
restart_mod.F90,File(par)subscript(_) = par,encodes
restart_mod.F90,RestDescsubscript(_)(words)superscript(_) = lensubscript(_) * type,encodes
is_special_case.f90,Ncid,contains
is_special_case.f90,"$\text{if } \left( \name = \rlon, \ nlon, \ wnummax, \ hyai, \ hybi, \ hyam, \ hybm,\ \text{or} \ gw \right) \ \text{then} \ is\_special\_case = .\text{true.}$",encodes
is_special_case.f90,$is\_special\_case = .\text{false.}$,encodes
EMI_ColumnType_ExchangeMod.F90,Column Type,contains
EMI_ColumnType_ExchangeMod.F90,Integer,contains
EMI_ColumnType_ExchangeMod.F90,Integer,contains
EMI_ColumnType_ExchangeMod.F90,Pointer to class emi_data,contains
EMI_ColumnType_ExchangeMod.F90,Array of integer in class emi_data,contains
EMI_ColumnType_ExchangeMod.F90,class emi_data_list,contains
EMI_ColumnType_ExchangeMod.F90,Array of real in class emi_data,contains
EMI_ColumnType_ExchangeMod.F90,Integer,contains
EMI_ColumnType_ExchangeMod.F90,Integer,contains
EMI_ColumnType_ExchangeMod.F90,Integer array,contains
EMI_ColumnType_ExchangeMod.F90,Integer,contains
EMI_ColumnType_ExchangeMod.F90,Integer,contains
EMI_ColumnType_ExchangeMod.F90,Logical,contains
EMI_ColumnType_ExchangeMod.F90,Integer,contains
EMI_ColumnType_ExchangeMod.F90,Integer,contains
EMI_ColumnType_ExchangeMod.F90,Integer in class emi_data,contains
EMI_ColumnType_ExchangeMod.F90,Integer,contains
EMI_ColumnType_ExchangeMod.F90,Integer,contains
EMI_ColumnType_ExchangeMod.F90,"col_pp%active(c) = 1: c ∈ {filter(fc), fc ∈ [1, num_filter]}",encodes
EMI_ColumnType_ExchangeMod.F90,"cur_data%data_int_1d(c) = 1: c ∈ {filter(fc), fc ∈ [1, num_filter]}, L2E_COLUMN_ACTIVE",encodes
EMI_ColumnType_ExchangeMod.F90,"cur_data%data_int_1d(c) = col_pp%itype(c): c ∈ {filter(fc), fc ∈ [1, num_filter]}, L2E_COLUMN_TYPE",encodes
EMI_ColumnType_ExchangeMod.F90,"cur_data%data_int_1d(c) = col_pp%landunit(c): c ∈ {filter(fc), fc ∈ [1, num_filter]}, L2E_COLUMN_LANDUNIT_INDEX",encodes
EMI_ColumnType_ExchangeMod.F90,"cur_data%data_real_2d(c,j) = col_pp%zi(c,j): j ∈ [0, nlevgrnd], c ∈ {filter(fc), fc ∈ [1, num_filter]}, L2E_COLUMN_ZI",encodes
EMI_ColumnType_ExchangeMod.F90,"cur_data%data_real_2d(c,j) = col_pp%dz(c,j): j ∈ [1, nlevgrnd], c ∈ {filter(fc), fc ∈ [1, num_filter]}, L2E_COLUMN_DZ",encodes
EMI_ColumnType_ExchangeMod.F90,"cur_data%data_real_2d(c,j) = col_pp%z(c,j): j ∈ [1, nlevgrnd], c ∈ {filter(fc), fc ∈ [1, num_filter]}, L2E_COLUMN_Z",encodes
EMI_ColumnType_ExchangeMod.F90,cur_data%is_set = .true.: (see above equations),encodes
EMI_ColumnType_ExchangeMod.F90,count = 0:,encodes
EMI_ColumnType_ExchangeMod.F90,count = count + 1:,encodes
EMI_ColumnType_ExchangeMod.F90,need_to_pack = .false.:,encodes
EMI_ColumnType_ExchangeMod.F90,"do istage = 1, cur_data%num_em_stages:",encodes
EMI_ColumnType_ExchangeMod.F90,if (cur_data%em_stage_ids(istage) == em_stage) then:,encodes
EMI_ColumnType_ExchangeMod.F90,"istage ∈ [1, cur_data%num_em_stages], need_to_pack = .true.:",encodes
EMI_ColumnType_ExchangeMod.F90,c = filter(fc):,encodes
EMI_ColumnType_ExchangeMod.F90,"do j = -nlevsno+1, nlevgrnd:",encodes
w3cesmmd.f90,RT,contains
w3cesmmd.f90,IF,contains
w3cesmmd.f90,CN,contains
w3cesmmd.f90,RW,contains
w3cesmmd.f90,ST,contains
w3cesmmd.f90,I,contains
w3cesmmd.f90,IN,contains
w3cesmmd.f90,IS,contains
p3e.f90,N_pos,contains
p3e.f90,N_var,contains
p3e.f90,N_dof,contains
p3e.f90,Δx,contains
p3e.f90,f_data,contains
p3e.f90,B_clo,contains
p3e.f90,B_chi,contains
p3e.f90,e_value,contains
p3e.f90,e_slope,contains
p3e.f90,options,contains
p3e.f90,min_grid_spacing,contains
p3e.f90,"e_value(ivar, ipos) = (-1.d0 * fdat(1, ivar, ipos-2) + 7.d0 * fdat(1, ivar, ipos-1) + 7.d0 * fdat(1, ivar, ipos+0) - 1.d0 * fdat(1, ivar, ipos+1)) / 12.d0 ( EDGE[iVar] = (-1) \* F_DAT[ivar][ipos-2] + 7 \* F_DAT[ivar][ipos-1] + 7 \* F_DAT[ivar][ipos+0] - 1 \* F_DAT[ivar][ipos+1]) / 12 )",encodes
p3e.f90,"e_slope(ivar, ipos) = (1.d0 * fdat(1, ivar, ipos-2) - 15.d0 * fdat(1, ivar, ipos-1) + 15.d0 * fdat(1, ivar, ipos+0) - 1.d0 * fdat(1, ivar, ipos+1)) / 12.d0 ( e_slope[iVar] = 1 \* F_DAT[ivar][ipos-2] - 15 \* F_DAT[ivar][ipos-1] + 15 \* F_DAT[ivar][ipos+0] - 1 \* F_DAT[ivar][ipos+1]) / 12 )",encodes
p3e.f90,"e_slope(ivar, ipos) = e_slope(ivar, ipos) / delx(+1) ( e_slope[iVar] = e_slope[iVar] / ΔX[ipos+1] )",encodes
p3e.f90,"xhat = 0.5d0 * max(delh(-1), dmin) + 0.5d0 * max(delh(+0), dmin) ( X_HAT = 0.5 \* MAX(ΔH[-1], d_min) + 0.5 \* MAX(ΔH[0], d_min) )",encodes
p3e.f90,xmap(idof) = -(delh(-2) + delh(-1)) / xhat ( X_MAP[Idof] = - (ΔH[-2] + ΔH[-1]) / X_HAT ) for idof = -2,encodes
p3e.f90,xmap(idof) = -delh(-1) / xhat ( X_MAP[Idof] = - ΔH[-1] / X_HAT ) for idof = -1,encodes
p3e.f90,xmap(idof) = 0.d0 ( X_MAP[Idof] = 0 ),encodes
p3e.f90,xmap(idof) = delh(+0) / xhat ( X_MAP[Idof] = ΔH[0] / X_HAT ) for idof = +1,encodes
p3e.f90,xmap(idof) = (delh(+0) + delh(+1)) / xhat ( X_MAP[Idof] = (ΔH[0] + ΔH[1]) / X_HAT ) for idof = +2,encodes
p3e.f90,"ivec(1, idof) = xmap(idof) ** 1 / 1.0d+0 ( IVEC[1][Idof] = X_MAP[Idof] ^ 1 / 1 )",encodes
p3e.f90,"ivec(2, idof) = xmap(idof) ** 2 / 2.0d+0 ( IVEC[2][Idof] = X_MAP[Idof] ^ 2 / 2 )",encodes
p3e.f90,"ivec(3, idof) = xmap(idof) ** 3 / 3.0d+0 ( IVEC[3][Idof] = X_MAP[Idof] ^ 3 / 3 )",encodes
p3e.f90,"ivec(4, idof) = xmap(idof) ** 4 / 4.0d+0 ( IVEC[4][Idof] = X_MAP[Idof] ^ 4 / 4 )",encodes
p3e.f90,"cmat(1, idof) = ivec(idof,-1) - ivec(idof,-2) ( CMAT[1][Idof] = IVEC[Idof][-1] - IVEC[Idof][-2] ) for idof = +1",encodes
p3e.f90,"cmat(2, idof) = ivec(idof,+0) - ivec(idof,-1) ( CMAT[2][Idof] = IVEC[Idof][+0] - IVEC[Idof][-1] ) for idof = +2",encodes
p3e.f90,"cmat(3, idof) = ivec(idof,+1) - ivec(idof,+0) ( CMAT[3][Idof] = IVEC[Idof][+1] - IVEC[Idof][+0] ) for idof = +3",encodes
p3e.f90,"cmat(4, idof) = ivec(idof,+2) - ivec(idof,+1) ( CMAT[4][Idof] = IVEC[Idof][+2] - IVEC[Idof][+1] ) for idof = +4",encodes
p3e.f90,"fhat(+1,ivar) = delx(ipos-2) * fdat(+1,ivar,ipos-2) / xhat ( F_HAT[+1][Ivar] = ΔX[ipos-2] \* F_DATA [+1][Ivar][ipos-2] / X_HAT )",encodes
p3e.f90,"fhat(+2,ivar) = delx(ipos-1) * fdat(+1,ivar,ipos-1) / xhat ( F_HAT[+2][Ivar] = ΔX[ipos-1] \* F_DATA [+1][Ivar][ipos-1] / X_HAT )",encodes
p3e.f90,"fhat(+3,ivar) = delx(ipos+0) * fdat(+1,ivar,ipos+0) / xhat ( F_HAT[+3][Ivar] = ΔX[ipos+0] \* F_DATA [+1][Ivar][ipos+0] / X_HAT )",encodes
p3e.f90,"fhat(+4,ivar) = delx(ipos+1) * fdat(+1,ivar,ipos+1) / xhat ( F_HAT[+4][Ivar] = ΔX[ipos+1] \* F_DATA [+1][Ivar][ipos+1] / X_HAT )",encodes
p3e.f90,"edge(ivar, ipos) = fhat(1, ivar) ( EDGE[Ivar][Ipso] = F_HAT[1][Ivar] )",encodes
p3e.f90,"dfdx(ivar, ipos) = fhat(2, ivar) / xhat ( DFDX[Ivar][Ipso] = F_HAT[2][Ivar] / X_HAT )",encodes
shr_precip_mod.F90,T,contains
shr_precip_mod.F90,Frac_Rain,contains
shr_precip_mod.F90,$Frac\_Rain = \left( T - SHR\_{CONST}\_TKFRZ \right) \times 0.5$,encodes
shr_precip_mod.F90,"$Frac\_{Rain} = min \left(1.0, max \left(0.0, Frac\_{Rain} \right) \right)$",encodes
err_exit.F90,STR,contains
alpha_mnb.F90,TKE,contains
alpha_mnb.F90,"eps, Eps",contains
alpha_mnb.F90,"kb, K",contains
alpha_mnb.F90,Ss,contains
alpha_mnb.F90,Nn,contains
alpha_mnb.F90,"$\overline{S}^2$, sbar2",contains
alpha_mnb.F90,"$\alpha_b$, atb",contains
alpha_mnb.F90,"tau2, tau2",contains
alpha_mnb.F90,$\alpha_M = \overline{S}^2$,encodes
alpha_mnb.F90,$\alpha_N = \overline{N}^2$,encodes
alpha_mnb.F90,$\alpha_b = \overline{T}$,encodes
alpha_mnb.F90,$\tau_2 = \frac{TKE^2}{\epsilon^2}$,encodes
alpha_mnb.F90,$TKE = \sqrt{\tau_2}\epsilon$,encodes
alpha_mnb.F90,$S_{s} = \tau_2 S_s$,encodes
alpha_mnb.F90,$N_n = \tau_2 N_n$,encodes
alpha_mnb.F90,$\overline{S}^2 = \tau_2$,encodes
alpha_mnb.F90,$\alpha_M = \overline{S}^2$,encodes
mo_setinv.F90,O,contains
mo_setinv.F90,H,contains
mo_setinv.F90,O2,contains
mo_setinv.F90,M,contains
mo_setinv.F90,O2,contains
mo_setinv.F90,H2O,contains
mo_setinv.F90,N2,contains
mo_setinv.F90,N2,contains
mo_setinv.F90,O2,contains
mo_setinv.F90,H2O,contains
mo_setinv.F90,O3,contains
mo_setinv.F90,Number of Invariants,contains
mo_setinv.F90,Number of Columns,contains
mo_setinv.F90,Number of Vertical Layers,contains
mo_setinv.F90,Chunk Number,contains
mo_setinv.F90,Column Count,contains
mo_setinv.F90,Number of Tracers,contains
mo_setinv.F90,Boltzmann Constant in CGS units,contains
mo_setinv.F90,Pascals to Dynes/cm^2 Factor,contains
mo_setinv.F90,List of Invariant Names,contains
mo_setinv.F90,Temperature Field,contains
mo_setinv.F90,Pressure Field,contains
mo_setinv.F90,Water Vapor VMR Field,contains
mo_setinv.F90,VMR Field,contains
mo_setinv.F90,"$$\text{invariants}(\text{k,m}_\text{ndx}) = \frac{\text{Pa}_\text{x}\text{fac} \cdot \text{pmid}(\text{ncol},\text{k})}{\text{boltz}_\text{cgs} \cdot \text{tfld}(\text{ncol},\text{k})}$$",encodes
mo_setinv.F90,"$$\text{invariants}(\text{k,n}_\text{2 ndx}) = \begin{cases}",encodes
mo_setinv.F90,"$$\text{invariants}(\text{k,o}_\text{2 ndx}) = 0.21 \cdot \text{invariants}(\text{k,m}_\text{ndx}),$$",encodes
mo_setinv.F90,"$$\text{invariants}(\text{k,h}_\text{2o ndx}) = \text{h2ovmr}(\text{ncol},\text{k}) \cdot \text{invariants}(\text{k,m}_\text{ndx}),$$",encodes
mo_setinv.F90,"$$\text{cnst\_offline}(\text{ncol},\text{k}) = \text{get\_cnst\_data}(\text{tracer\_cnst\_flds}(i), \text{cnst\_offline}),$$",encodes
mo_setinv.F90,"$$\text{invariants}(\text{k,i ndx}) = \text{cnst\_offline}(\text{ncol},\text{k}) \cdot \text{invariants}(\text{k,m}_\text{ndx}),$$",encodes
SimpleTestCase.F90,method,contains
SimpleTestCase.F90,$a = \text{suite}$ (assigning a test suite to the variable 'suite'),encodes
test_infnan.F90,X,contains
test_infnan.F90,Z,contains
test_infnan.F90,I,contains
test_infnan.F90,N,contains
test_infnan.F90,Ñ,contains
test_infnan.F90,S,contains
test_infnan.F90,Š,contains
test_infnan.F90,R8A,contains
test_infnan.F90,R82D,contains
test_infnan.F90,R83D,contains
test_infnan.F90,R84D,contains
test_infnan.F90,R85D,contains
test_infnan.F90,"I = transfer(dpinfpat, I) (I = ∞)",encodes
test_infnan.F90,"N = transfer(dpnanpat, N) (N = NaN)",encodes
test_infnan.F90,"Ñ = transfer(dpnanspat, Ñ) (Ñ = NaNs)",encodes
test_infnan.F90,"S = transfer(spnanpat, S) (S = sNaN)",encodes
test_infnan.F90,"Š = transfer(spnanspat, Š) (Š = sNaNs)",encodes
test_infnan.F90,sqrt(X) = N (√(-1) = NaN),encodes
test_infnan.F90,log(X) = N (log(-1) = NaN),encodes
test_infnan.F90,any(shr_infnan_isnan(R8A)) = N (any NaNs in R8A),encodes
test_infnan.F90,count(shr_infnan_isnan(R8A)) = 2 (number of NaNs in R8A),encodes
test_infnan.F90,shr_infnan_isposinf(I) = T (I is positive infinity),encodes
test_infnan.F90,shr_infnan_isneginf(-I) = T (-I is negative infinity),encodes
test_infnan.F90,"shr_infnan_isnan(X) = N (X is a NaN, where X is set to various values)",encodes
test_infnan.F90,I = ∞ (I = \(\infty\)),encodes
test_infnan.F90,N = NaN (N = \(\text{NaN}\)),encodes
test_infnan.F90,Ñ = NaNs (Ñ = \(\text{NaNs}\)),encodes
test_infnan.F90,S = sNaN (S = \(s\text{NaN}\)),encodes
test_infnan.F90,Š = sNaNs (Š = \(s\text{NaNs}\)),encodes
tkeeq.F90,K,contains
tkeeq.F90,Epsilon,contains
tkeeq.F90,Nu_subscript_t,contains
tkeeq.F90,Sigma_Subscript_K,contains
tkeeq.F90,U_bar,contains
tkeeq.F90,V_bar,contains
tkeeq.F90,Uprime_Wprime,contains
tkeeq.F90,Vprime_Wprime,contains
tkeeq.F90,Wprime_Bprime,contains
tkeeq.F90,L,contains
tkeeq.F90,P,contains
tkeeq.F90,G,contains
tkeeq.F90,TKE,contains
tkeeq.F90,Old_TKE,contains
tkeeq.F90,Num,contains
tkeeq.F90,Sigma_K,contains
tkeeq.F90,Z,contains
tkeeq.F90,H,contains
tkeeq.F90,Tau_Surf,contains
tkeeq.F90,Tau_Bottom,contains
tkeeq.F90,Roughness length surface,contains
tkeeq.F90,Roughness length bottom,contains
tkeeq.F90,Time step,contains
tkeeq.F90,Shear frequency square,contains
tkeeq.F90,Buoyancy frequency square,contains
tkeeq.F90,NN,contains
tkeeq.F90,SS,contains
tkeeq.F90,Integer index,contains
tkeeq.F90,$\frac{d k}{d t} = D_k + P + G - \epsilon$,encodes
tkeeq.F90,$\epsilon = (c_\mu^0)^3 \frac{k^{3/2}}{l}$,encodes
ftest_old.F90,i,contains
ftest_old.F90,t,contains
ftest_old.F90,t,contains
ftest_old.F90,sb,contains
ftest_old.F90,rb,contains
ftest_old.F90,rr,contains
ftest_old.F90,sr,contains
ftest_old.F90,p,contains
ftest_old.F90,ec,contains
ftest_old.F90,"MPI_STATUS_SIZE,10",contains
ftest_old.F90,c2,contains
ftest_old.F90,f,contains
ftest_old.F90,ie,contains
ftest_old.F90,ps,contains
ftest_old.F90,pn,contains
ftest_old.F90,sbuf(i) = 10i^1,encodes
ftest_old.F90,tag = 100 + i,encodes
ftest_old.F90,"position=0, do i=1,5, call mpi_pack(temp,1,MPI_INTEGER,sbuf,20,position,MPI_COMM_WORLD,ier)",encodes
handle_special_cases.F90,NCIDT,contains
handle_special_cases.F90,NCIDO,contains
handle_special_cases.F90,NDIMS,contains
handle_special_cases.F90,NVARs,contains
handle_special_cases.F90,NGATTS,contains
handle_special_cases.F90,UNLIMDIMID,contains
handle_special_cases.F90,NAME,contains
handle_special_cases.F90,XTYPE,contains
handle_special_cases.F90,NVdims,contains
handle_special_cases.F90,VARDIDS,contains
handle_special_cases.F90,NATTS,contains
handle_special_cases.F90,N,contains
handle_special_cases.F90,VT,contains
handle_special_cases.F90,VO,contains
handle_special_cases.F90,DIM_NAME,contains
handle_special_cases.F90,DIMALen,contains
handle_special_cases.F90,TOTSIZE,contains
handle_special_cases.F90,VARDIDS_O,contains
handle_special_cases.F90,START,contains
handle_special_cases.F90,COUNT,contains
handle_special_cases.F90,RET,contains
handle_special_cases.F90,ATTNAME,contains
handle_special_cases.F90,IS_SPECIAL_CASE,contains
handle_special_cases.F90,N = 1,encodes
handle_special_cases.F90,`totsize = totsiz * dimlen`,encodes
handle_special_cases.F90,`vardids_o(n) = vardids_o(n)`,encodes
handle_special_cases.F90,`count(n) = dimlen`,encodes
handle_special_cases.F90,`ret = nf_redef(ncido)`,encodes
handle_special_cases.F90,`vo = vo`,encodes
handle_special_cases.F90,TOTSIZE = totsiz × DIMALen,encodes
handle_special_cases.F90,VO = VARDIDS_O(N),encodes
test_mkncdio.F90,NF_MAX_VAR_DIMS,contains
test_mkncdio.F90,NDIMS,contains
test_mkncdio.F90,n,contains
test_mkncdio.F90,OPEN,contains
test_mkncdio.F90,CHECK_RET,contains
test_mkncdio.F90,CLOSE,contains
test_mkncdio.F90,GET_DIM_LENGTHS,contains
test_mkncdio.F90,TEST_IS,contains
test_mkncdio.F90,"`ndims = nf_max_var_dims` is not present, however the value of `nf_max_var_dims` can be seen to be larger than 3 in the code.",encodes
test_mkncdio.F90,`dim_lengths(1:ndims) = dim_lengths_t(1:ndims_t)` ( DIM_LENGTHS = DIM_LENGTHS_T ),encodes
CH4varcon.F90,Short Notation: UAP,contains
CH4varcon.F90,Short Notation: TL,contains
CH4varcon.F90,Short Notation: ALP,contains
CH4varcon.F90,Short Notation: RLC,contains
CH4varcon.F90,Short Notation: FFS,contains
CH4varcon.F90,Short Notation: CO,contains
CH4varcon.F90,Short Notation: UPH,contains
CH4varcon.F90,Short Notation: CRM,contains
CH4varcon.F90,Short Notation: AM,contains
CH4varcon.F90,$\frac{\Delta\text{CH}_4}{\Delta t} = f(\text{allowlakeprod})$,encodes
CH4varcon.F90,$\frac{\Delta\text{C}}{\Delta t} = -f(\text{replenishlakec})$,encodes
CH4varcon.F90,$F_{\text{fsat}} = f(\text{fin_use_fsat})$,encodes
marbl_temperature.F90,Short Notation,contains
marbl_temperature.F90,N,contains
marbl_temperature.F90,S,contains
marbl_temperature.F90,T,contains
marbl_temperature.F90,P,contains
marbl_temperature.F90,R,contains
marbl_temperature.F90,Dp,contains
marbl_temperature.F90,PM,contains
marbl_temperature.F90,Dt,contains
marbl_temperature.F90,Q,contains
marbl_temperature.F90,\( Dp = R - P \),encodes
marbl_temperature.F90,\( PM = P + 0.2Dp \),encodes
marbl_temperature.F90,\( Dt = Dp \cdot ADTG \),encodes
marbl_temperature.F90,\( Q1 = Dt \),encodes
marbl_temperature.F90,\( TARG = T + 0.2Dt \),encodes
marbl_temperature.F90,\( Q2 = Dt - (TARG - T)q1 \),encodes
marbl_temperature.F90,"\( DT3 = Dp \cdot ADTG(TARG, S, PM) \)",encodes
marbl_temperature.F90,\( Q3 = DT3 - (TARG - T)Q2 \),encodes
marbl_temperature.F90,\( POTEMP = TARG + 0.05(DT3 - c_2 Q3) \),encodes
marbl_temperature.F90,"\( ADTG(s, t, p) = a000 + t(a001 + t(a002 + t a003)) + (s - 35)(a010 + t a011) + p(a100 + t(a101 + t(a102 + t a103))) + p^2(a200 + t(a201 + t a202)) \)",encodes
marbl_temperature.F90,\( c_1 = 0.0174533 \),encodes
marbl_temperature.F90,\( c_2 = 288.958 \),encodes
marbl_temperature.F90,\( c_3 = -0.0000014 \),encodes
marbl_temperature.F90,\( p_5 = 0.2 \),encodes
rrsw_con.f90,Flx_fac,contains
rrsw_con.f90,Ht_fac,contains
rrsw_con.f90,Oneminus,contains
rrsw_con.f90,Pi,contains
rrsw_con.f90,Grav,contains
rrsw_con.f90,Pc,contains
rrsw_con.f90,Boltz,contains
rrsw_con.f90,Cl,contains
rrsw_con.f90,Avogad,contains
rrsw_con.f90,AlsmT,contains
rrsw_con.f90,GasCon,contains
rrsw_con.f90,RadCn1,contains
rrsw_con.f90,RadCn2,contains
rrsw_con.f90,Oneminus = 1. - 1.e-6,encodes
short_lived_species.F90,Number of columns,contains
short_lived_species.F90,Number of vertical levels,contains
short_lived_species.F90,Beginning of chunk index,contains
short_lived_species.F90,End of chunk index,contains
short_lived_species.F90,Number of short-lived species,contains
short_lived_species.F90,m,contains
short_lived_species.F90,Initial file descriptor,contains
short_lived_species.F90,Physics buffer 2D description,contains
short_lived_species.F90,Counter variable for loop,contains
short_lived_species.F90,Counter variable for loop,contains
short_lived_species.F90,Chunk index,contains
short_lived_species.F90,Field name,contains
short_lived_species.F90,Dimension 1 name,contains
short_lived_species.F90,Flag to check if field exists in file,contains
short_lived_species.F90,Temporary pointer for storing data,contains
short_lived_species.F90,Temporary output pointer,contains
short_lived_species.F90,Array of short-lived species concentrations,contains
short_lived_species.F90,Data type for double precision real numbers,contains
short_lived_species.F90,Name of physics buffer,contains
short_lived_species.F90,n,contains
short_lived_species.F90,Unit number for log file,contains
ppgrid.F90,Bc,contains
ppgrid.F90,Ec,contains
ppgrid.F90,Pc,contains
ppgrid.F90,Ps,contains
ppgrid.F90,V,contains
ppgrid.F90,Vp,contains
ppgrid.F90,Vp = V + 1,encodes
ppgrid.F90,Ec = -1,encodes
pbl_utils.F90,g,contains
pbl_utils.F90,vk,contains
pbl_utils.F90,cpair,contains
pbl_utils.F90,rair,contains
pbl_utils.F90,zvir,contains
pbl_utils.F90,t,contains
pbl_utils.F90,pmid,contains
pbl_utils.F90,taux,contains
pbl_utils.F90,tauy,contains
pbl_utils.F90,rrho,contains
pbl_utils.F90,ustar,contains
pbl_utils.F90,ths,contains
pbl_utils.F90,thvs,contains
pbl_utils.F90,qflx,contains
pbl_utils.F90,shflx,contains
pbl_utils.F90,khfs,contains
pbl_utils.F90,kqfs,contains
pbl_utils.F90,kbfs,contains
pbl_utils.F90,obklen,contains
pbl_utils.F90,ustar_min,contains
pbl_utils.F90,$rrho = \frac{rair \times t}{pmid}$,encodes
pbl_utils.F90,"$ustar = max\left(\sqrt{\sqrt{taux^2 + tauy^2} \times rrho}, ustar_min\right)$",encodes
pbl_utils.F90,$khfs = \frac{shflx \times rrho}{cpair}$,encodes
pbl_utils.F90,$kqfs = qflx \times rrho$,encodes
